country,1870,1880,1890,1900,1913,1925,1929,1933,1938,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2007,2010,2015
Qatar,0.029,0.029,0.029,0.029,0.036,0.039,0.052,0.057,0.060,0.130,0.145,0.161,0.178,0.201,0.225,0.227,0.226,0.238,0.254,0.268,0.300,0.303,0.322,0.361
Saudi Arabia,0.023,0.023,0.023,0.023,0.032,0.035,0.051,0.065,0.076,0.105,0.113,0.119,0.137,0.147,0.166,0.184,0.187,0.201,0.208,0.220,0.240,0.232,0.253,0.263
Singapore,0.052,0.056,0.062,0.070,0.077,0.084,0.087,0.104,0.114,0.195,0.219,0.249,0.266,0.308,0.318,0.340,0.362,0.397,0.435,0.480,0.486,0.484,0.541,0.615
Sri Lanka,0.053,0.068,0.084,0.099,0.117,0.124,0.144,0.153,0.176,0.253,0.267,0.266,0.279,0.316,0.318,0.310,0.313,0.325,0.350,0.356,0.384,0.370,0.402,0.484
Syria,0.046,0.044,0.045,0.048,0.061,0.055,0.069,0.076,0.105,0.144,0.161,0.131,0.146,0.146,0.154,0.169,0.186,0.197,0.221,0.252,0.274,0.229,0.274,0.177
Taiwan,0.029,0.029,0.029,0.033,0.052,0.079,0.092,0.097,0.100,0.127,0.153,0.169,0.181,0.213,0.234,0.264,0.298,0.379,0.426,0.563,0.601,0.612,0.642,0.655
Tajikistan,,,,,,,,,,,,,,,,0.193,0.204,0.296,0.218,0.246,0.253,0.254,0.255,0.256
Thailand,0.027,0.034,0.039,0.041,0.049,0.054,0.061,0.084,0.096,0.120,0.132,0.139,0.147,0.180,0.212,0.239,0.285,0.335,0.367,0.386,0.400,0.310,0.389,0.309
Turkey,0.043,0.042,0.045,0.050,0.064,0.075,0.081,0.086,0.093,0.137,0.165,0.147,0.204,0.252,0.277,0.217,0.289,0.323,0.351,0.389,0.418,0.410,0.411,0.402
United Arab Emirates,0.026,0.026,0.026,0.027,0.028,0.030,0.039,0.043,0.045,0.095,0.110,0.126,0.144,0.161,0.183,0.206,0.226,0.244,0.284,0.308,0.316,0.319,0.320,0.340
Uzbekistan,,,,,,,,,,,,,,,,0.208,0.220,0.287,0.238,0.224,0.231,0.239,0.238,0.276
Viet Nam,0.044,0.043,0.035,0.042,0.044,0.050,0.053,0.068,0.083,0.113,0.118,0.155,0.134,0.191,0.207,0.164,0.165,0.176,0.203,0.233,0.261,0.254,0.279,0.350
Yemen,0.020,0.020,0.020,0.021,0.022,0.022,0.022,0.022,0.022,0.028,0.034,0.036,0.041,0.041,0.054,0.072,0.098,0.132,0.159,0.179,0.198,0.182,0.225,0.161
Australia,0.241,0.269,0.298,0.335,0.400,0.431,0.434,0.453,0.467,0.508,0.523,0.538,0.546,0.564,0.602,0.643,0.667,0.704,0.731,0.757,0.796,0.751,0.820,0.826
New Zealand,0.240,0.264,0.284,0.319,0.358,0.402,0.415,0.411,0.437,0.473,0.489,0.504,0.510,0.533,0.559,0.576,0.597,0.616,0.642,0.686,0.735,0.683,0.736,0.761
Canada,0.245,0.272,0.286,0.336,0.371,0.411,0.411,0.424,0.442,0.489,0.503,0.522,0.537,0.558,0.591,0.620,0.640,0.687,0.717,0.746,0.788,0.750,0.793,0.810
United States,0.237,0.233,0.260,0.295,0.324,0.376,0.381,0.392,0.409,0.464,0.486,0.503,0.528,0.556,0.599,0.636,0.663,0.692,0.711,0.728,0.742,0.774,0.794,0.771
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
